text|label
作者力從馬克思注意經濟學角度來剖析當代中國經濟細心的人會發現中國近20年來的一些政策措施在何新先生的文章裡找到蛛絲馬跡作者早在2001年就預言十年內世界會爆發大規模金融危機這非常難得原因來自與作者本人的數據統計及其嚴密的邏輯推理能與國家發展大計作為自己重任的知識分子現在並不多見了看看那些上市公司的獨立懂事就知道了我認為何先生是了不起的知識分子|1
作者結合希爾和卡耐基、汪中求等大師的一些觀點，結合中國的實際情況，給渴望成功的青年指出一條實實在在的路。我也看過不少成功學著作，只有這本書的作者是企業家，感覺他說得比較實在，其實我們也不指望成功就一定要和比爾蓋茨比，能實現自己的小小夢想就行。如果說希爾等人的著作是習武的總綱，還需要你研究推敲一下，那這本書就是本武林秘笈，你只要照著練就行了，至於成龍成蟲，就看你練得如何。|1
作者更多的是從圓圓母親的角度來寫這個文章。90%的例子都是以圓圓為中心的。我認為，例證不夠充分，畢竟每個孩子都很不一樣，而且很明顯，雖然作者一再強調是教育的原因，但不可否認，圓圓的聰明和乖巧也是有目共睹的。換個男孩，肯定是沒有這麼輕鬆的。總的來說，作者列舉的都是一些生活中的例子，確實很有代表性，教育方向及思路非常明確，應該學習！！一個好媽媽的教育筆記，可以推薦給家中迂腐的老人。|1
作者對於某些電影「表面粗糙」、「內裡光滑」的分析，可謂入木三分，為理解那些貌似觸及現實而又讓人覺得哪裡不對勁的影片提供了一個清醒的視角。這個角度在導演來說也許是諱莫如深的，也許是不自覺的。而不管是迴避還是無意識，這種對於現狀的屈服都是有害於藝術真誠的，或者他們所做本來就與藝術無關。|1
作者的理念很好，主要是看一個公司的內部情況來決定股票的情況。操作比較難，作者也承認，所以他說還是讓基金經理來做書中的事情吧。對我啟發不是在於買股票，而且如何做企業，如何培養員工；我想剛畢業找工作的學生應該看看，你到底應該區一個什麼樣的企業工作；以後會當老闆的，也應該看看，如何對待員工，如何對待企業等等。作為股票類的書，我覺得應該是三星；但它給了我其它方面的啟發，所以加了一個星。|1
作者的觀點獨特，語言犀利，深刻的總結了男人與女人之間的是非恩怨，把男人與女人在生活中積累的宿怨一語道破---原來非本質問題，而是雙方本能。此書不足之處乃後面章節雷同，越看越有寡味之感，但是還是要感謝作者帶我們遊覽一次男人、女人的本能世界！呵呵，建議讀者可以看一看，有則改之，無則加勉！！|1
作者的筆觸很真實 將一個不忠卻又深愛自己妻子的丈夫形象毫無遮掩的展示給讀者 而什麼是真愛 什麼是靈魂的永遠纏繞相守 是看過這本書的人不得不思考的問題在這本書中 瞭解了生命將逝卻無能為力所承受的艱辛 對安樂死也有些瞭解最後章節的那句我們已經不再相信壞運氣了，壞運氣不存在，運氣不存在。相信運氣是對生命的侮辱。多麼堅韌的人性之美。|1
作者筆下留情啊，深圳的自由作家遠遠沒有《離婚未遂》筆下那麼瀟灑。事實上，深圳是一個典型的偽文化城市。沒有文學院，歌舞團被解散，越劇團正解散，深圳不是文人的立身之地啊。但是，小說確實不錯。所以，我仍然強烈推薦|1
作者被認為是「愛的奇跡天使」，確實是這樣的。很多人認為與孩子的相處一定充滿快樂，但卻不知一份責任讓這種快樂有時並不一定以微笑的方式出現。作者很真實的反映了與孩子相處中的真實，雖然是在讀她的「故事」，卻感覺心和她在一起。同樣的，我很慶幸自己從事一份與孩子生活的工作，這工作讓我擁有美妙的人生。|1
作為有史以來最偉大的基金經理彼得&#183;林奇憑借其在投資領域傑出的貢獻，終其一生的經驗和智慧，書寫了這本《彼得&#183;林奇的成功投資》。這本書可以說是廣大的業餘投資者的福音，書中不僅講述了業餘投資者投資入門的基礎知識，而且還深刻精闢的分析了業餘投資者最常見的投資心理誤區以及投資陷阱等，是一套最實用、最有效的股票投資方面的專業書籍，讓人讀後深受啟發。|1
作為一名山西太谷人，從小聽多了有關晉商的故事，也去過許多山西的地方，但由於離家已久，故鄉漸漸地模糊起來，不是山水，而是那一段段歷史。想向人推薦或向人解說，卻尷尬的發現，有許多東西已記不準確，近年來走的地方多，發現對於他鄉的知識已超過故鄉。於是誠惶誠怕的找來故鄉的相關書籍進行系統的複習。這本書對各地的介紹雖然不夠詳細，但這種風格及語言卻是我非常喜歡的，它使我重溫了記憶中的故鄉，增強了我對故鄉歷史的熟悉，更增加了一種作為客居異鄉的山西人的自豪。我希望能跟著本書的腳步去重新遊走故鄉的山水。|1
作為一名「白骨精」，我不得不佩服作者入木三分的刻畫，不僅精準地描繪出我們的生活畫面，更深刻地揭露了我們內心的掙扎與困頓。確實，是一部當代白骨精們的寫照！寫出了職場的競爭，寫出了僱傭與被僱傭的現實。筆鋒平實，清澈，是好作品。看著看著，便感覺自己也漸漸地深入到這個故事中，和你一起在職場中打拼，在感情中沉浮。淚，也一次又一次地潤了眼眶……|1
作為一本職場啟示錄，不錯沒有像杜拉拉一樣的引入勝的故事，卻也用輕鬆的方式告訴你，如何在職場中生存如何能越爬越高用簡潔明瞭的圖形模式，刻畫出了身在職場所需的「職場氦氣」讓人躍躍欲試至於為什麼要叫「星巴克職場啟示錄」個人認為有一點打廣告的嫌疑在裡面，跟STARBUCKS似乎沒有太大牽連美中不足，有些地方的闡述不夠詳盡，需要自己不斷揣磨|1
作為一本屹立不倒的經典教材，紐攝所傳授的不是單純的技術，而是理念。不是教條的灌輸，而是互動性的思考。從書的內容上品評，雖說部分內容對於數碼影像發達的今天有些過時，但是，攝影作為一門技術性行業的本質是不會變的，對於攝影的創作，人的理念才是造就一張好照片的決定所在，在當今這個各種所謂的「主題攝影」氾濫的時代，什麼才是我們真正樂於接受的「好照片」呢？值得回到原點，去思索~|1
作為一本西方人創作的心理學讀物，還是以西方人的視角來看待問題的方式來闡述，目前剛剛開始讀，但是感覺到作者對事物的描述還是偏西方化的。西方人觀察事物喜歡抓重點，而東方人的習慣比較抓整體。這是開始讀這本讀物的感覺。不過西方的開放式教育模式，給這本重點教材添加了無與倫比的趣味性，和我國的教材體制有明顯的不同。個人認為還是非常值得一讀的好書。|1
作為推理小說可能不是最好的，作為言情小說可能也不是最好的。但是結合在一起卻很讓人驚奇。羨慕那樣的愛情和那樣的生活，也許所有的殺人犯都有自己很心酸的一段生活一段歷程。那是一種常人所無法理解的痛苦和無助，如果他們能得到一份愛也許真的會有更好的生活。元元和陸勁的愛情能有情人終成眷屬真的是一件很欣慰的事情，無論生活在什麼地方什麼環境的人，都要找到自己能付出可以付出一切的那個人。|1
作為女兒6.1的禮物。雖然晚到了幾天。等拿到的時候，女兒愛不釋手，上洗手間也看，告知不好。竟以學習毛主席來反駁我。我反對了幾句，還說我對主席不敬。暈。上週末，告訴我她把火鞋和風鞋拿到學校，好多同學羨慕她。呵呵，我也看了其中的人鴉，只可惜沒有看完就在老公的催促下睡了。說了這麼多，歸納為一句：這套書買的值。|1
作為媽媽，我個人很喜歡這本書，但是仍在懷疑這本書是否適合給孩子看？這本書以孩子的視角觀看我們的生活、並以幽默的口吻講述，實在有趣又發人深省。對於經常加班感到疲憊的我，最近拿這本書作為精神放鬆和愉悅心靈的良品，睡前看一段，總忍不住呵呵地輕笑；而同時不必刻意，就反省到了：自己如同尼古拉的父母一般，同樣存在著很多可笑的自我矛盾呢。這本書好像給大人的教育意義更大些呢，呵呵~~|1
昨晚看著看著就睡著了，今天早晨醒來就立馬抓起繼續啃，正逢小說結尾部分，也正如作者的期望，我被嚇了一跳。這是我讀東野圭吾小說最意料不到的事實。愛有很多種，可是當它變成某種負擔時，還算愛嗎？愛有多種表現形式，當某種行為讓對方感覺負罪時，這還能叫做愛嗎？愛可以很長久，當這種永恆變成一種惡夢時，還能歸於最初的愛嗎？愛可以深入骨髓，無法割除，當它接受無法預知的變數時，還能始終如一嗎？|1
昨天我把這套書看完了，結尾我不是很喜歡有點太戲劇了，但對書中的主人公卻是最好的安排，我去過新疆，但是因為時間太短加之新疆的地域有點過於廣闊所以好多的地方都沒去成，看完這本書之後我又有了去新疆的念頭，也因為深深的喜歡上了這個帥哥和尚，也找了幾本佛經看看，就是有點看不懂，慢慢來吧，小春繼續你的寫作，我支持你|1
昨天晚上看完了，此書揭開了獵頭的神秘面紗，將獵頭與HR的運作展現在人們面前。以小說的形式，將獵頭的工作展現開來，期間穿插有關獵頭的敘述，受益匪淺。主人公是一個極富正義感的、信守承諾的、優秀的、有才華的人物，他看穿了世事的虛浮，尋找著一片寧靜的內心世界。故事結尾又未免過於傷感，失去至親至愛的人，表現出來他最最脆弱的一面，彷彿感受到他撕心裂肺的傷痛。期待續的出版。|1
昨天帶寶寶在朋友的小區玩。有工人正在植樹，寶寶目不轉睛地觀察著。媽媽告訴寶寶，他們正在種樹呢。寶寶沒有吭聲。過了一會兒，爸爸過來了，爸爸問，他們在幹什麼。寶寶說，他們正在挖寶藏。哈哈，寶寶準是想起了弗洛格帶著小熊一起挖寶藏的故事。感謝可愛的小青蛙弗洛格，給了寶寶豐富的想像力，一個多彩美麗的世界。|1
最真實與實用的白領成長故事，也是目前為止我所讀過的最深刻的白領生活工作的總結。看了不但受益匪淺，而且覺得過癮、振奮，為中國有這樣優秀的打工人而自豪。看了確實有：「...讓我回憶最多的，卻不是人生旅途裡這些成功的瞬間，而是那些刻骨銘心的失敗或挫折...」它展示地是一個真實與真誠的人，一個真心與你分享如何才能成功，而不是一個天才的故事、打工的神仙。強烈推薦！|1
最早認識張曼娟，是在張清芳的CD上邊，作為一位寫詞人。細膩的文字連歌詞也寫得像情書，小女人的楚楚婉婉。後來才知道，張曼娟也是作家。於是，開始計劃讀她的書，挑了這本很奇怪的名字。《張曼娟妖物誌》——寫妖物，也寫人——最喜歡裡邊的《永恆遺失│女螺》。張曼娟的文字沒有講過大道理，但是留有思考的餘地。「也許錯身未知；也許緘封成秘；也許不願承認，妖物活在你心裡。」|1
最早接觸寂地畫是在《新蕾》上，後來滿心歡喜的買了她的第一本畫集《我的路1》很喜歡那種溫暖的畫風，也很喜歡配畫的文字，很細膩，有哲理，讓人感覺溫馨。後來她出的每一期都買了回來，用四葉草的包書紙包好，這次這一套買了是給朋友的，。朋友看到我有一套《我的路》也很想要，所以讓我幫她買。開始會擔心裡面的附贈品不知道會不會有，看來是有的，朋友收到了很開心也很喜歡|1
最有價值的就是支撐，壓力背後的東西。以及趨勢的定義。至於後面的波浪理論以及江恩理論。這些東西都不是大師的實戰技術，而是股市失敗者的作品。不但沒有意義，反而有害！不過總體上書還是不錯的。經過完整牛熊市後，感覺學習炒股最重要就是閱讀長時間股市成功者自己寫的書，其他人總結的書都是垃圾，不但沒有好處，反而有害！|1
最喜歡這部，雖然很是賺走了我的眼淚，發現自己越來越愛看這些悲情的，讓人揪心疼痛的文字，匪大的確是後媽來的，東子對佳期的愛是絕對獨一無二的，可是真愛的未必能在一起，記得那句「那時候年輕，什麼都沒有，可是有勇氣！」現在的自己已經是連勇氣都沒有了，只能看著這樣的小說慰籍自己，愛就是那麼不圓滿，要看得開放得下！難啊，難！|1
最喜歡裡面兔子招惹外星人 還有兔子摞起來和貌似一武俠比武的那篇 太有意思了 我把它拿給室友看 她居然說畫這本書的人思想有問題 不禁讓我想起前幾天在手機報中看到的 關於心理抑鬱症的說法：如果看完《找死的兔子》笑的前仰後合說明我們的心理是健康的 我很同意 哈哈 因為我的確看得很過癮 很開心！佩服作者的奇思妙想...衷心希望心情總是不好的人們能夠笑對人生 其實真沒什麼過不去的坎兒~|1
最開心的閱讀莫過於你看的書和你自己的生活閱歷有異曲同工的地方！常常在看書的時候我要拍案叫絕，遙想寫這本書的時候作者是在1983年，而我自己的心理發展，從2000年到2009年，居然在很多地方應驗了他的理論說明！讀他的書，對有心理困惑或力求完善心理人格的朋友，是絕對有益的！比我同時買的那本《一歲就上常青籐》要好上幾百倍！|1
最開始是在機場等飛機時發現這本書的，覺得特別好，就一直站著在那裡讀，因為機場不打折，所以回家後就第一時間在當當上買了這本書。讀過她的好多書，喜歡她也喜歡她的書，知性的美麗，成功的自信，但只有真正讀過她的書才知道，所以成功後面也有付出，所有付出都會有回報。女人的美會有很多種，但作者的美麗不但因為青春流逝而減少。忙碌的工作和生活之外，看看這本書，會讓你思考很多。|1
最近在讀第二遍。這本書，似乎更詳細的在展示各種鬥爭。分析的很透徹，很明白。有很多道理都是很好的。比如，不是敵人，是雙贏。但是，最後的感覺是這本書，太細節了。整整一本書也沒有寫完一個故事。這讓我有時覺得有點煩。雖然知道實際中的情況要比書中更加複雜。但是，還是不想如此仔細的看一個故事。看這個書時，會累。因為真的不想如此複雜。太複雜了。我不是那種複雜鬥爭的人。|1
最近有點忙直到昨天晚上讀完了整部書，我震撼了特別是讀到小狼要要遷移的時候，我才明白什麼是倔強什麼叫桀驁不馴那到底是一種什麼樣的性格，直到陳陳不得不親手殺死小狼的時候，我幾乎也差點哭出來，人狼，這是一種什麼樣的感情。就像別人給的評論一樣，狼圖騰讓人們勇於承認人們自身潛在的弱點，而當今社會人們迫切需要的不正是應該像狼那樣的性格嗎？這真是一部奇書。|1
最近因為忙著準備考試，所以沒有看太多。不過禁不住巨大的誘惑，看了一些了。我看完了 「貝拉篇」，「雅各布篇」看到了第二章。這樣子的寫法挺有意思的，雖然已經習慣了是以貝拉的角度來看，但是這樣子仔細看看狼人的想法也蠻不錯的。真的是很好看，但是現在看著就覺得有的時候真的是挺離譜的，呵呵~不過我還是沒搞清楚到底這個結局是不是在這本書裡出現~加油啦~好看好看好看！|1
最近一直在看這本書，我覺得很好。當初只是想看看南懷瑾，但又沒耐心去一本本地買，畢竟南懷瑾先生的書都是講課的內容，比較囉嗦。於是就挑了這本集南懷瑾先生佛、道、儒各種見解的書，開始的時候確實衝著南懷瑾去的，但現在不是了。作者的見解很簡潔很明瞭，讓我很容易接受，並且我們看法一致。也許這不是一本讓人可以看了又看的書，卻是一本讓人一見如故的書，這就夠了。|1
最近一直在看，昨天一口氣看了3章建議懷孕末期的准爸准媽們都買本來看看通過這本書 瞭解了孩子的一些行為其實孩子的一些行為不一定就是老人嘴裡說的那樣孩子每個動作都是主動得表達自己得情感和感覺！作為父母只有瞭解了孩子的真實感受才能更好的跟孩子溝通！雖然我還沒看完 但我覺得孫老師說的真的非常有道理裡面的許多個案在我兒子的身上都有所體現！|1
最近寫了一篇此書的讀後感發表在報紙上。估計主編發表他是因為他沒有看過這本書。其實想讓大家沒事來看看這本書-----我可不是托啊！只是20世紀現代作家的作品大家目前讀的不多。但這些作家的作品卻是非常值得關注的。這本書的印刷很好，翻譯也算到位。每篇似乎都有可供書寫的空白地帶，你看完可以隨手在書上寫寫畫畫。看完書能夠在自己的書上題字議論，不亦快哉！|1
最近受幾位老年大學學友的委託，又購買了幾本《數碼單反攝影輕鬆入門》和《RAW完全解析》，確實很不錯！|1
最近感覺生活特別累，所以就買了幾本書來讀。《少有人走的路》這本書，剛開始讀前幾章時，感覺自己的心情豁然開朗，心情放鬆了許多，對於工作，對於生活又有了信心。隨著後面幾章的閱讀，感覺這本書有很多地方好像有：話沒有說明白的感覺，感覺作者總是把問題闡述一半，就接著進行闡述下面一個問題了。不過，總體感覺還是很振奮人心的，可以啟迪人生。有時間再讀一遍，古人說：溫故而知新嘛~~~~|1
最近杜拉拉被炒得很火，很多人說她是職場新人的指南，不過我覺得帶著一種平靜而恬淡的心情來看待這本書也許更合適一點。可能是工作性質的原因，我並沒有受益匪淺的感覺。平心而論，說它是一本新型的職場小說，應該來的更為貼切。對於小說的高潮部分，似乎是點到為止，總覺得有點意猶未盡。不過在看的過程中，整個心情還是很不錯的。|1
最近不知怎麼回事，出了很多後宮方面的書，看得我這叫鬱悶。早就關注大心的這本了，看到上架了馬上訂貨，還好，第二天就送到了。結果看到凌晨4點，為了還能睜著眼上班必須瞇幾個小時。一句話，太好看了，怎麼能這麼好看！我也是一直看大心的NP結局，這次可能為了出版吧，還是有些遺憾。看過大心的色遍後，就覺得無法比擬的好看，真希望能出版啊！|1
最後一章是專門解讀兒童經絡的，溫馨實用，之前買的那本送給了新得了寶寶的親戚，自己再藏一本繼續學習：）P。S。：看到有不少人在車上看書，畢竟顛簸，還是避免吧。祝願大家都受益。|1
最好是三本一起看。藏獒2主要是寫藏獒與狼的驚心動魄的搏鬥。場面非常的宏大，壯觀，情節很吸引人。在藏獒救人的情節中，有很多感人的事跡，讓人不由得黯然淚下。真的很嚮往在西結古草原上的藏獒，勇敢，機靈，忠誠。永遠都是先人後己，無所畏懼的犧牲自己。特別是大黑獒那日，真的是讓人感動，讚歎。還有很多很多的藏獒們為了人類犧牲了自己。品格高尚的藏獒們是大自然賜給人類的精靈。|1
最初因為書名所吸引，「曾有一個人，愛我如生命」這是怎樣的一種愛，這樣的愛是太過沉重，還是刻骨銘心？帶著這種疑問，用了大半天的時間看完，心裡有種說不上來的難受，相愛的兩個人竟然連最後一面都沒有見到，就陰陽兩隔，這份遺憾。。。。。。很喜歡書封面上的話「如果當初我勇敢，結局是不是不一樣，如果當時你堅持，回憶會不會不這樣」|1
最初看到這本書，隨手拿起來翻了翻……就被其中一個個很精彩的小故事所吸引……然然每個故事後面，還會附上相關的道理在其中！讀起來，感覺是一次心靈的洗涮，讓我們學會以更好的心態看待生活中發生地種種人情世故……身處在繁忙都市中的人們，很多時候大多忽略了這些最平凡最簡單的幸福和快樂……而這本書就是很好的把大家遺忘的幸福快樂羅列出來，釋放心靈的枷鎖，獲取真正的快樂和幸福吧！|1
最初看《門第》是在報紙的連載上，也是我第一次看連諫的小說。從看了第一集就被它深深吸引，其實，裡面的很多故事、很多情節和場景都是發生在我們自己身上，只是我們深思過後發出一聲無奈的歎息，然後繼續生活罷了。當然，經過之後，我們還會發展，事情往往不會壞到哪裡去的，太陽還會每日東昇，和煦的晚風也會如期而至。過日子就是這樣。|1
最初讀是在小學的時候，看了一遍心中不禁澎湃萬分，卻只是兒時對英雄的嚮往；初中時又重讀了一遍，初步認識了什麼是人間的善與惡、賞與罰；高中忙於考大學雖無暇顧及，但在緊張之餘卻可拿來玩味；現如今上了大學，時間重新多了起來，買來一本彷彿回到了少年，卻又能用更加成熟的心態去審視、品研——MY LOVE!!!不管是印刷還是排版都很好，我看你這字體很不錯，緊湊但不擁擠，看著不費力的。|1
縱然是再嬌艷的花朵，作為和親公主的皖雅，也逃脫不了所謂「貢物」的命運，絢爛一時的愛情，到頭來終究抵不上江山一角。愛情，如此完美卻又失落，皖雅的結局，苦澀卻又實際地描繪了宮廷女子悲婉的一生。看盡世間無限遺憾，只因愛情如此脆弱。三個男人用不同的方式愛著這位花神，她本可換種選擇使自己輕鬆，可她還是執著於她的愛，終究她的愛害了她，愛情總是這麼威力無限！|1
總之，這是一本能讓人引發起認同感的、也很有趣、很個性、很像那麼一回事的血型書。或許每個人的身上都已不再只是某一種血型的特質，而是在相互的交融、激盪中發生著嬗變。於是，A型的人可能擁有了B型的某種特質，B型的人慢慢也習得了A型的一些模式。畢竟血型也是在不斷的進化中，AB型不就是晚於O、A、B新近出現的血型類型嗎？到新血型再進化出來的時候，我們一定還會有更新型的血型說明書。|1
總之，前兩位作者寫得比較好，即1917--1960年那段史實，之後則所限於國內檔案不公開的原因，還是看國外中文互聯網的吧|1
總有一天,我們會對流逝的時間和消失的往事習以為常.無論和誰,以怎樣的方式結束....溺水者怎知道，是哪一滴水要了他的命。。那一天我二十一歲，在我一生的黃金時代。我有好多奢望。我想愛，想吃，還想在一瞬間變成天上半明半暗的雲千萬人之中，遇到你所遇到的人，於千萬年之中，時間的無涯荒野裡，沒有早一步，也沒有晚一不，剛巧趕上了|1
總體感覺還是不錯的，介紹的比較全面，很多的東西都是其他的書籍上學不到的，可惜就是英文的，在國內關於中文排版的系統理念還未形成，至少關於系統的闡述漢字排版的書籍不多，就是有介紹的也很膚淺，我曾經就搜過n多關於漢字排版的買過好幾本關於漢字排版的書籍，但很令我失望，都不怎麼樣，希望以後中國在這方面多向先進國家學習，完善中文排版一套理論體系。|1
總是為渾渾噩噩的生活而苦惱，總是因為沒有足夠的時間而無所適從，時間管理雖說是一些老生常談的技法，但是堅持下來真的很有效，每當下班回家的時候，都會有一種滿足感，是一種發自內心的充實和興奮。這本書買回家就看完了，再加上執行過程中又進行了溫故知新。如果你實在不知道如何安排自己的時間，買一本看看還是有好處的。起碼從心裡上，你會有工作和學習的慾望。因為時間不會因任何事情而停止。|1
總是容易被別樣的愛情所感隱忍的愛情  結局也是一樣的完美如斯喜歡這樣的愛情  真的不知道該說些什麼我很感謝這些寫出優秀的作品  讓我感受心痛 甜蜜 羞澀在現實生活中 這樣獨有的愛情很難吧我有時候真的在做夢可以回到很久以前  可以去愛這樣的男子感受這樣的男子的心胸氣度 感受這樣男子的愛恨情仇擁有這樣的愛情這種念頭或許直至死亡也無法成為現實所以 我沉迷於古代小說 無法自拔  幾乎愛戀|1
